Project,Parent Task,Subtask Name,Assignee,Status,Date Added,Due Date,Comments
Office opening,Roof painting,"Request paints from the donors,",Motlalepula Mosupi,Pending,2026-02-24,2026-02-25,"We have identified the painter now, the paint that were donated has ran out now we need to request more paint"
